2014,958.86,18.909,63.918,9,1,0,13,5.0465,15,11,5,0,2012.7,183,129,10.876,32.646,9.1422,0.6087,3.6422,4.7817,15.039,13.194,1.0955,3.3394,1.2369,0.020414,5.3023,4.5626,15.56,51.268,3.7846,10.965,3.4343,0.45312,6.0536,10.83,22.961,28.818,8.1251,27.498,9.1682,1.7839,4.6488,7.2693,21.545,5.7624,6.12E+05,5.28E+05,45.204,39.547,26.133,48.043,84.925,25.501,24.457,11.208,39.131,39.131,1168,31602,48.683,48.683,48.683,48.683,48.683,34.835,39.131,33.408,39.131,39.131,2071,86424,35.962,34.789,30.427,34.789,50.362,34.165,39.131,33.408,39.131,39.131,19380,2.24E+05,36.048,25.356,24.698,43.467,65.201,33.811,39.131,33.408,39.131,39.131,1.6291,0.32598,0.36167,1.6636,0.33325,0.37113,1.6977,0.33743,0.37327,1.6986,0.33259,0.36636,113.79,15.171,1.1712,2,258.59,25.977,3.0289,5,169.38,19.438,1.8408,3,87.193,13.199,0.79832,2,148.51,57.075,78.766,105.53,0.37385,0.48281,0.85666,0.090361,0.15931,0.24967,0.1419,0.23564,0.37755,0.21172,0.38152,0.59324,22427,1852.1,1119.8,2787.9,12100,696.04,544.47,1703,10327,1156.1,575.33,1084.9,7,12,9,2,4,4,0,1,2,7.3668,14.836,23.893,33.857,40.083,1.4286,4.9369,9.1559,17.61,26.233
2015,1131.2,25.166,67.205,8,2,0,21,5.775,15,20,10,7,2045.1,181,146,9.9265,33.151,10.006,0.64681,3.8128,4.6451,15.151,13.019,0.9333,3.7356,0.95965,0.015589,5.5686,4.4696,15.697,50.976,3.8091,10.582,4.0971,0.46506,6.3078,10.538,23.343,28.432,7.7825,28.161,9.2956,1.9118,4.7449,6.9766,21.683,5.6741,6.15E+05,5.30E+05,45.404,39.676,26.548,48.313,85.204,25.535,24.457,11.208,39.131,39.131,1175,31701,48.958,48.958,48.958,48.958,48.958,34.944,39.131,33.408,39.131,39.131,2080,85695,36.118,34.903,30.598,34.903,50.605,34.006,39.131,24.457,39.131,39.131,19475,2.24E+05,36.226,25.499,24.778,43.712,65.568,33.644,39.131,24.457,39.131,39.131,1.92,0.3404,0.36487,1.887,0.36748,0.41772,1.9126,0.35258,0.38988,1.9281,0.33987,0.36453,162.03,32.668,1.6419,2,340.39,40.735,4.428,7,233.08,37.283,2.6587,5,133.57,32.36,1.1325,2,144.46,59.029,79.491,103.95,0.59697,0.63523,1.2322,0.14881,0.21418,0.36299,0.22685,0.30794,0.53479,0.33625,0.5055,0.84175,40685,3688.8,2132.4,5887.3,19601,1151.3,893.65,2649.9,21084,2537.4,1238.7,3237.5,10,14,12,2,7,7,0,4,6,9.6044,18.397,26.115,34.337,64.142,1.7146,5.789,10.138,20.392,29.141
2016,882.66,31.151,56.726,10,2,0,35,6.4211,31,11,9,0,2309.6,183,148,9.9261,32.941,10.13,0.65806,3.8128,4.6451,15.151,13.019,0.95909,3.6632,0.98971,0.015589,5.5686,4.4696,15.697,50.976,3.2643,11.319,3.8534,0.46506,6.3078,10.538,23.343,28.432,7.708,27.505,9.6702,1.9118,4.7449,6.9766,21.683,5.6741,6.20E+05,5.26E+05,45.772,39.976,26.692,48.792,85.913,25.311,24.359,11.164,38.975,38.975,1187,31544,49.442,49.442,49.442,49.442,49.442,34.956,38.975,33.275,38.975,38.975,2096,86462,36.389,35.092,30.901,35.092,51.026,34.115,38.975,33.275,38.975,38.975,19642,2.22E+05,36.537,25.751,24.913,44.145,66.217,33.195,38.975,24.359,38.975,38.975,0.83022,0.30194,0.30252,0.79059,0.30231,0.30295,0.82406,0.30227,0.30287,0.83733,0.30201,0.30258,109.74,15.157,1.1648,2,241.68,22.518,3.3101,5,160.42,19.353,1.8732,4,87.086,15.032,0.80775,2,145.33,59.786,80.518,104.77,0.36305,0.4791,0.84214,0.10014,0.16282,0.26296,0.15059,0.23887,0.38946,0.21715,0.38111,0.59826,21692,1801.2,1107.1,2759,11619,765.18,588.94,1715.2,10072,1036,518.17,1043.8,7,7,8,2,3,4,0,2,2,7.1689,16.772,23.845,29.77,36.588,0.10967,3.5984,8.2283,17.056,25.211
2017,790.78,31.813,84.476,8,2,1,31,6.9412,39,13,7,3,1824.1,164,146,9.5781,33.129,10.289,0.67358,3.8128,4.6451,15.151,13.019,0.87799,3.6248,1.1319,0.015589,5.5686,4.4696,15.697,50.976,2.9875,11.268,4.166,0.46506,6.3078,10.538,23.343,28.432,8.2344,27.609,9.1322,1.9336,4.7449,6.9766,21.683,5.6741,6.26E+05,5.24E+05,46.066,40.104,26.832,49.264,86.339,25.304,24.261,11.119,38.818,38.818,1198,31212,49.921,49.921,49.921,49.921,49.921,34.045,38.818,33.141,38.818,38.818,2111,85556,36.655,35.276,31.201,35.276,51.442,34.015,38.818,33.141,38.818,38.818,19807,2.21E+05,36.517,25.043,25.043,44.572,66.859,33.544,38.818,24.261,38.818,38.818,0.84959,0.29252,0.30538,0.81446,0.29738,0.3057,0.84571,0.2964,0.30573,0.85752,0.2931,0.30544,118.42,42.53,0.93962,2,227.19,51.61,2.6638,5,160.06,46.523,1.5239,3,99.5,41.288,0.59973,2,138.04,59.423,77.479,97.959,0.49342,0.49703,0.99045,0.11285,0.16875,0.28159,0.17804,0.24549,0.42353,0.2765,0.39332,0.66983,33489,3699.4,2016.4,6007.1,15930,838.75,624.89,2138.5,17559,2860.6,1391.5,3868.7,5,10,6,2,2,3,1,2,2,5.2544,13.123,21.636,35.47,38.229,0.50991,2.9337,5.0336,13.572,21.795
2018,925.36,24.638,71.661,8,2,0,32,8.0312,32,11,6,3,2097.6,187,136,9.8365,32.375,10.648,0.66397,3.8128,4.6451,15.151,13.019,1.1935,3.3793,1.1096,0.015589,5.5686,4.4696,15.697,50.976,3.4698,11.145,3.71,0.53981,6.3078,10.538,23.343,28.432,8.149,27.679,9.4,1.9162,4.7449,6.9766,21.683,5.6741,6.31E+05,5.16E+05,46.414,40.376,26.966,49.729,87.016,24.998,24.163,11.074,38.661,38.661,1209,30872,50.392,50.392,50.392,50.392,50.392,33.674,38.661,33.007,38.661,38.661,2126,85382,36.913,35.452,31.495,35.452,51.848,33.817,38.661,33.007,38.661,38.661,19786,2.21E+05,36.805,25.196,25.168,44.993,67.489,33.34,38.661,24.163,38.661,38.661,1.4332,0.30381,0.30595,1.3727,0.30384,0.30611,1.4161,0.3039,0.30606,1.4407,0.30386,0.30596,142.56,31.8,1.1407,2,282.05,40.524,3.1068,7,198.22,36.335,1.8211,4,119.69,31.121,0.81167,2,142.76,60.203,80.158,101.99,0.52147,0.53242,1.0539,0.12703,0.17961,0.30664,0.19436,0.26485,0.45921,0.28511,0.42364,0.70875,32273,3261.2,1862.4,4846.7,16707,974.27,743.13,2241.8,15567,2287,1119.3,2604.9,7,10,9,2,4,5,1,1,3,7.0365,14.83,22.365,41.795,53.661,0.2623,3.7654,9.1863,15.834,23.357
2019,914.69,23.902,95.449,7,3,1,26,9.4815,26,12,7,7,1915.1,158,160,9.8113,32.812,10.437,0.64926,3.8128,4.6451,15.151,13.019,0.9654,3.4344,1.3006,0.015589,5.5686,4.4696,15.697,50.976,3.4218,11.403,3.7534,0.48001,6.3078,10.538,23.343,28.432,8.0115,28.208,8.9806,1.9118,4.7449,6.9766,21.683,5.6741,6.36E+05,5.18E+05,46.662,40.604,27.201,50.217,87.248,24.875,24.066,11.029,38.505,38.505,1221,30867,50.886,50.886,50.886,50.886,50.886,33.493,38.505,24.066,38.505,38.505,2142,85395,37.189,35.645,31.804,35.645,52.278,33.631,38.505,32.874,38.505,38.505,19956,2.22E+05,37.12,25.443,25.305,45.434,68.151,33.17,38.505,28.47,38.505,38.505,1.7829,0.3035,0.30475,1.7657,0.30449,0.30614,1.7739,0.30407,0.3056,1.7841,0.30353,0.30484,153.84,45.534,1.0891,3,299.29,56.801,2.8017,4,212.14,50.154,1.7979,3,130.45,43.538,0.79981,3,138.46,57.693,76.884,97.816,0.62478,0.53079,1.1556,0.15122,0.18183,0.33306,0.23209,0.26378,0.49587,0.34076,0.41978,0.76054,41186,4807.1,2490,6736.5,20363,1194.2,888.15,2690.3,20823,3612.9,1601.9,4046.2,6,8,8,3,4,3,1,2,3,7.0012,15.658,20.605,33.41,44.194,0.3279,3.6362,9.2932,15.615,20.605
2020,767.9,22.232,52.401,5,1,0,21,7.3871,31,4,0,0,1890.9,164,158,14.046,30.873,6.434,1.264,3.7387,4.5459,15.59,13.826,0.95835,3.5647,0.43037,0.015589,5.3533,4.4677,15.93,51.88,1.7397,11.565,4.5723,0.61916,6.2127,10.845,23.674,28.582,5.4609,28.164,10.947,2.2126,4.8702,7.1216,21.52,6.3123,6.41E+05,4.98E+05,47.438,42.06,27.134,50.698,91.739,25.635,32.74,10.984,38.348,38.348,1233,28178,51.374,51.374,51.374,51.374,51.374,36.462,38.348,38.348,38.348,38.348,2158,80710,40.864,40.136,35.832,40.136,53.802,33.697,38.348,23.968,38.348,38.348,20122,2.13E+05,37.099,25.687,25.438,45.87,60.204,33.541,38.348,23.968,38.348,38.348,0.89385,0.30292,0.30559,0.85677,0.30314,0.30596,0.88559,0.30303,0.30574,0.90181,0.30288,0.30551,74.729,10.229,0.96005,1,182.3,20.281,2.4646,3,112.15,13.934,1.4531,2,54.718,8.579,0.61838,0,138.35,56.88,75.569,96.114,0.22243,0.35112,0.57355,0.058292,0.12622,0.18452,0.089091,0.18364,0.27273,0.1344,0.29198,0.42638,13512,1138.9,695.34,1667.9,7003,446.23,335.41,1055.6,6509,692.67,359.93,612.32,3,8,5,1,3,2,0,0,1,6.8284,12.856,18.079,27.554,36.246,1.1174,5.0872,8.8279,15.158,21.044
2021,1208.8,27.252,170.67,14,4,1,37,6.25,29,24,14,8,2034,189,146,10.596,31.528,9.3089,1.0683,3.7239,4.526,15.678,13.987,0.97338,3.0976,0.57401,0.09075,5.3103,4.4674,15.976,52.061,2.8244,10.9,3.9877,0.63686,6.1937,10.906,23.741,28.612,7.8744,26.417,9.513,2.3092,4.8953,7.1506,21.488,6.4399,6.46E+05,4.99E+05,47.79,42.285,27.316,51.141,92.541,24.859,23.968,10.984,38.348,38.348,1244,26178,51.823,51.823,51.823,51.823,51.823,34.086,38.348,32.74,38.348,38.348,2174,80843,41.177,40.487,36.072,40.487,54.223,33.752,38.348,32.74,38.348,38.348,20287,2.11E+05,37.402,25.911,25.609,46.27,60.73,32.988,38.348,23.968,38.348,38.348,0.56766,0.30181,0.30318,0.5516,0.30183,0.30314,0.56099,0.30187,0.30319,0.56996,0.30183,0.30319,287.23,121.55,2.1706,4,445.42,131.5,5.829,10,348.41,124.85,3.3774,7,261.83,119.54,1.4416,4,137.4,60.853,78.591,97.773,1.4363,0.93032,2.3666,0.29371,0.3058,0.59951,0.45955,0.45362,0.91317,0.71701,0.72433,1.4413,1.04E+05,12871,6464.1,19356,48666,2491.2,1591.5,5502.3,55119,10380,4872.6,13854,12,13,13,4,6,9,1,2,6,7.0833,20.806,30.138,47.777,61.974,1.1557,4.5276,7.8637,21.921,28.662
2022,1223.2,28.83,127.84,10,5,1,15,6.9722,21,31,15,7,1838.8,172,138,8.9269,31.787,10.707,1.0678,3.7239,4.526,15.678,13.987,0.86946,2.8838,0.92587,0.06681,5.3103,4.4674,15.976,52.061,2.5934,11.198,3.9022,0.53785,6.1937,10.906,23.741,28.612,7.7488,27.265,8.6279,2.4498,4.8953,7.1506,21.488,6.4399,6.51E+05,4.96E+05,48.077,42.76,27.502,52.038,93.365,24.435,23.968,10.984,38.348,38.348,1255,26014,52.284,52.284,52.284,52.284,52.284,33.663,38.348,32.74,38.348,38.348,2191,81339,41.499,40.847,36.319,40.847,54.655,33.556,38.348,30.547,38.348,38.348,20455,2.13E+05,37.057,25.783,25.137,46.682,61.271,33.131,38.348,32.74,38.348,38.348,1.9624,0.42134,0.55143,1.9445,0.44897,0.59526,1.9526,0.43615,0.57399,1.9604,0.42203,0.55092,255.05,83.318,1.53,5,440.02,93.495,4.2351,9,323.5,87.178,2.4129,7,223.05,81.387,1.1017,4,132.71,53.163,72.876,94.406,1.0437,0.8179,1.8616,0.23767,0.26763,0.50531,0.37354,0.40086,0.7744,0.55955,0.64199,1.2015,67842,8651.3,4558.4,13514,34015,1960.6,1378.1,4366.6,33827,6690.7,3180.2,9147.7,10,13,13,5,7,7,1,5,4,8.8198,20.039,28.193,48.415,62.784,1.1294,5.7367,11.837,21.088,27.976
2023,935.68,25.562,71.649,9,3,0,40,7.7273,33,20,6,1,1977,187,121,9.6347,30.968,10.838,1.1086,3.7239,4.526,15.678,13.987,0.59702,3.2466,0.80413,0.022827,5.3103,4.4674,15.976,52.061,3.2092,10.999,3.3443,0.59595,6.1937,10.906,23.741,28.612,7.7286,27.274,8.9626,2.1953,4.8953,7.1506,21.488,6.4399,6.57E+05,4.93E+05,48.363,42.971,27.686,52.041,94.17,24.78,23.968,10.984,38.348,38.348,1266,26428,52.735,52.735,52.735,52.735,52.735,33.778,38.348,32.74,38.348,38.348,2208,81440,41.813,41.199,36.561,41.199,55.079,33.934,38.348,32.74,38.348,38.348,20620,2.14E+05,37.356,25.955,25.353,47.085,61.799,33.101,38.348,23.968,38.348,38.348,1.5279,0.31868,0.47957,1.4649,0.32554,0.49403,1.5215,0.32352,0.49026,1.5455,0.31873,0.48001,144.04,29.747,1.2104,3,289.51,38.563,3.2327,6,197.02,33.491,1.8804,5,119.21,28.526,0.83392,2,141.51,63.069,80.562,101.01,0.5134,0.5155,1.0289,0.12873,0.17429,0.30302,0.19399,0.2535,0.44749,0.28288,0.40699,0.68986,31468,2867.1,1714.9,4511.4,16564,1001.7,750.89,2231.9,14904,1865.4,964,2279.6,6,10,13,3,5,3,1,3,3,6.8736,14.811,24.013,34.39,44.872,0.83599,5.0081,8.5035,15.559,26.157
